driver,custid,location,club_name,starts,wins,avg_start_pos,avg_finish_pos,avg_points,top25pcnt,laps,lapslead,avg_inc,class,irating,ttrating,tot_clubpoints,champpoints
Tyler Nuckles,718339,US,N/A,2,0,6,7,19,1,13,0,7,D 2.54,518,1350,10,37
Michael Moore28,800542,US,N/A,4,0,9,8,11,0,14,0,7.75,D 1.61,518,1350,0,42
Daniil Prohorov2,701149,RU,N/A,1,0,10,10,0,0,0,0,0,C 3.09,518,1350,0,0
Evan Cox2,951694,US,N/A,2,0,15,15,17,0,29,0,17.5,D 2.20,518,1350,0,34
Collin Fleming,1083872,CA,N/A,60,1,8,7,16,4,321,8,5.63,D 2.30,518,1172,0,936
William Mitzlaff,877201,US,N/A,7,0,15,16,13,0,36,0,8.71,D 2.14,518,1350,0,88
Nicholas Wright2,1114450,GB,N/A,42,0,12,11,13,3,158,0,3.6,D 2.55,518,1350,19,547
Jesus Dorta Leon,758031,GB,N/A,2,0,19,16,10,0,7,0,12.5,D 2.45,518,1350,0,19
Nick Hacia,833802,US,N/A,2,0,12,19,10,0,9,0,4,A 2.18,518,1350,0,20
Rodrigo Augusto Marques,874977,BR,N/A,3,0,9,4,27,1,28,1,3.67,B 2.51,518,1350,7,80
Alejandro Vega10,1092877,US,N/A,212,18,6,9,16,40,1233,231,7.25,D 2.44,518,1350,237,3393
Scott Martin14,303918,AU,N/A,1,0,11,8,21,0,49,0,4,A 2.76,518,1350,0,21
Felix Lozano,1151073,US,N/A,28,0,7,10,16,1,95,2,4.46,C 2.56,518,1304,34,438
Colin Harwood,366032,AU,N/A,22,0,18,14,19,2,140,0,2.91,B 2.37,518,1350,45,422
Rob Maddox,606405,US,N/A,1,0,10,11,0,0,0,0,0,D 2.45,518,1350,0,0
Fabrizio Bollani,548142,IT,N/A,1,0,10,5,42,0,11,0,12,D 2.67,518,1350,10,42
Michael Haywood3,832068,GB,N/A,3,0,13,17,11,0,14,0,5.67,C 2.25,518,1350,0,32
Dylan Lampe,988419,US,N/A,31,1,9,11,15,1,222,3,10.23,D 2.34,518,1350,56,459
Joseph Scarpa,335105,US,N/A,11,0,9,9,13,1,44,0,5.27,C 1.40,517,1350,0,142
William Spencer6,750311,US,N/A,1,0,19,19,0,0,0,0,0,B 2.15,517,1350,0,0
Jesse Lanci,885337,US,N/A,13,0,8,16,14,1,64,2,9.38,D 1.57,517,1350,24,187
Yassin Aboobakar,919518,BR,N/A,3,0,10,10,2,0,6,0,5.67,D 2.27,517,1350,0,7
Jeff Fraser,1005723,US,N/A,32,2,6,7,16,5,163,15,5.13,D 2.53,517,1350,0,522
John Gowen2,1034192,US,N/A,37,0,12,13,19,2,275,2,7.95,D 1.75,517,1350,30,707
Wezley Ferrie,943444,GB,N/A,2,0,2,12,2,0,5,0,3,D 2.62,517,1350,0,3
Douglas Schamber,770975,US,N/A,2,0,7,9,0,0,0,0,2,D 1.58,517,1350,0,0
Jack Robertson6,815430,GB,N/A,2,0,4,4,18,1,24,2,5,C 2.55,517,1350,0,36
Mark Estrada2,908908,US,N/A,4,0,9,9,16,1,30,3,8.25,D 2.25,517,1350,0,63
Daniel Rocha3,917577,BR,N/A,68,2,10,11,18,15,433,28,5.82,D 2.33,517,1350,151,1194
Ark M,1057316,IN,N/A,47,0,9,10,17,0,314,0,7.26,D 2.13,517,1350,2,807
Michael Sayegh2,1043303,US,N/A,59,2,8,10,18,10,428,29,7.19,D 2.38,517,1350,94,1079
Nigel Seidel,695964,AU,N/A,1,0,23,21,8,0,4,0,6,C 2.11,517,1350,0,8
Vincent Tam2,741751,CH,N/A,11,0,19,19,14,0,36,0,5.18,B 2.04,517,1350,11,156
Carl Fillipone,510785,US,N/A,3,0,11,10,23,0,22,0,5.67,D 2.33,517,1350,7,69
Jose Madrigal,1024870,US,N/A,122,22,9,11,21,37,568,212,5.48,D 2.11,517,1350,331,2587
Ashton Fields,1086307,GB,N/A,107,5,7,8,24,16,644,24,6.64,D 1.51,517,1350,39,2547
Benjamin Davis7,678664,NZ,N/A,1,0,5,11,1,0,1,0,4,C 2.21,517,1350,0,1
Philipp Mynotell Lachmann,820579,DE,N/A,3,0,6,6,16,0,18,0,10,D 2.39,517,1350,0,49
Denzel van Lent,436544,NL,N/A,89,8,7,9,22,15,491,51,10.25,D 0.93,517,1350,46,1960
Chris Carlile,293363,US,N/A,9,0,20,14,19,0,103,0,4,B 2.18,517,1350,0,175
Anderson Reed,665549,US,N/A,1,0,18,18,0,0,0,0,0,C 2.15,517,1350,0,0
Ben Adam Smith,107771,US,N/A,1,1,3,1,26,1,8,5,15,D 2.15,517,1350,0,26
Hilario Herrera,989052,US,N/A,55,0,11,11,21,2,608,4,7.33,C 2.19,517,1350,86,1169
Jeofrey Mondal,652750,US,N/A,3,0,7,8,10,0,15,0,14.67,D 2.39,517,1350,0,31
Emmanuel Hartnett,303259,US,N/A,1,0,9,18,7,0,1,0,4,B 2.19,517,1350,0,7
Michael Cargin,317920,US,N/A,1,0,8,8,10,0,4,0,14,D 2.45,517,1350,0,10
Logan Semevolos,1151585,US,N/A,121,8,8,11,19,20,667,84,7.14,D 1.63,517,1350,94,2351
Wesley Sandridge,573070,US,N/A,33,0,15,15,17,2,162,0,6.06,D 1.82,517,1350,57,555
Jean-Yves Dubar,1007532,BE,N/A,6,0,9,8,15,0,57,0,8,D 2.55,516,1350,0,88
Poshua Jayne,956092,US,N/A,97,3,13,13,9,6,316,26,3.27,D 2.47,516,1350,36,915
Arthur Breault,458902,US,N/A,2,0,9,8,10,0,8,0,2.5,C 2.20,516,1350,0,19
Agustin Montesi,998626,AR,N/A,51,4,11,11,16,10,290,31,9.31,D 1.53,516,1350,99,815
Isaac Singleton,440699,US,N/A,3,0,12,15,14,1,23,0,1.33,D 2.59,516,1350,20,42
Eric Spencer2,542324,CA,N/A,26,0,20,15,19,4,145,0,4.19,C 2.60,516,1350,69,491
Jonathon Hickson,91496,US,N/A,1,0,7,6,29,0,27,0,8,C 2.44,516,1350,0,29
Gage Kemp,205007,US,N/A,1,0,23,19,12,0,4,0,7,C 2.25,516,1350,0,12
Paul Busuttil,605722,AU,N/A,167,7,9,10,20,20,979,45,10.7,D 1.25,516,1350,96,3312
Storm Hooper,492835,AU,N/A,8,0,17,12,14,0,17,0,2.75,C 2.29,516,1350,5,113
Peter Gnerlich,520526,US,N/A,1,0,11,9,6,0,1,0,3,C 2.15,516,1350,0,6
Michael Romero2,1093015,US,N/A,127,10,11,11,18,22,812,162,9.4,D 0.87,516,1350,180,2266
Angus Mcleod2,892401,AU,N/A,6,0,12,10,17,0,41,0,5.17,D 2.72,516,1350,0,100
Dj Mattish,703548,US,N/A,2,0,10,4,23,0,21,0,8,D 2.41,516,1350,0,46
Christian Thomason,726168,US,N/A,19,0,8,8,18,0,112,0,4.05,C 2.02,516,1350,0,344
Christian Cowie2,1164325,US,N/A,37,0,9,8,17,0,304,0,6.38,D 2.53,516,1350,0,640
Jorge Gonzalez Alvarez2,205118,ES,N/A,28,0,19,15,22,0,216,0,5.39,B 2.03,516,1350,10,612
Steven Sweeney2,475361,US,N/A,2,0,15,15,0,0,0,0,0,A 2.07,516,1350,0,0
Devonta Lamontagne,702610,US,N/A,9,0,16,16,19,0,59,0,6,B 2.03,516,1350,2,174
Robert Harris11,666882,US,N/A,131,0,7,7,21,11,794,9,8.05,D 1.90,516,1350,53,2714
Lee Phelps,311098,US,N/A,1,0,6,5,30,0,10,0,2,C 2.70,516,1350,0,30
Jeffrey Tanner2,1193216,CA,N/A,36,1,7,9,16,4,189,12,4.97,D 2.02,516,1350,0,562
James Donovan6,404143,US,N/A,1,0,8,7,44,0,11,0,10,C 2.45,516,1350,3,44
Stephan Illescas,565877,CH,N/A,1,0,25,25,0,0,0,0,0,D 2.27,516,1350,0,0
Thomas Mclaughlin,1158510,US,N/A,39,0,8,10,18,1,232,0,6.95,D 2.06,516,1350,8,713
Michael Bailey5,400673,US,N/A,5,0,14,13,12,1,11,0,5.8,D 2.40,516,1350,0,60
Thomas Langer,612378,DE,N/A,1,0,5,8,11,0,5,0,9,D 1.75,516,1350,0,11
Sihyun Lee,934801,KR,N/A,9,0,7,8,15,1,50,0,8.11,D 1.74,516,1350,0,136
Aran Sharma,837790,US,N/A,4,0,16,20,7,0,13,0,4,D 2.50,515,1350,0,28
Tomas Martul,833691,UY,N/A,29,0,6,7,18,3,194,0,10.62,D 1.11,515,1350,31,513
Donald Whorton,118030,US,N/A,2,0,14,17,3,0,2,0,4.5,D 2.36,515,1350,0,5
Jf Martinville,709361,FR,N/A,13,0,16,13,20,1,127,0,9.92,D 2.56,515,1266,30,261
Matthew Dunn7,581764,US,N/A,1,0,15,18,0,0,0,0,0,D 1.11,515,1350,0,0
Tyler Thompson17,1031362,US,N/A,196,1,14,12,24,9,1621,11,5.51,C 2.16,515,1390,246,4630
Clay Barton,871963,US,N/A,1,0,5,8,12,0,8,0,8,C 2.57,515,1350,0,12
Steven Scott Jr,595742,US,N/A,1,0,5,3,20,0,7,0,4,A 2.17,515,1350,0,20
Jacob Elliot,586870,US,N/A,5,0,14,13,15,0,29,0,3.8,C 2.48,515,1350,1,74
Chuck Kishfy,735071,US,N/A,6,0,17,16,15,0,44,0,6.67,C 2.12,515,1350,0,87
Jake Dinsdale,775111,GB,N/A,146,8,12,12,29,40,1311,146,9.11,D 1.52,515,1350,699,4187
Marcos Velazquez2,925878,ES,N/A,11,0,5,7,14,0,56,0,12.27,D 1.02,515,1350,0,150
Matheus Roque2,953478,BR,N/A,2,0,20,18,12,0,9,0,10,D 2.41,515,1350,2,23
Helder Fonte,531580,PT,N/A,13,0,9,10,9,0,17,0,2.38,D 2.19,515,1350,0,114
Michael Botelho,551051,US,N/A,1,0,9,6,14,0,5,0,10,C 2.39,515,1350,0,14
Brian M Correll,924511,US,N/A,6,0,6,10,12,0,21,0,5.33,D 2.14,515,1350,0,73
Timothy Lake,174471,US,N/A,12,0,14,13,19,0,143,0,6.92,C 2.35,515,1350,32,225
Aiden Perry,439803,US,N/A,2,0,2,13,34,0,23,12,3,C 2.42,515,1350,3,68
Mike Lafirst,1094643,US,N/A,54,0,9,9,19,3,342,4,6.76,D 1.39,515,1350,6,1020
Ramiro Araujo,983052,BR,N/A,2,0,8,10,6,0,4,0,8,C 2.07,515,1350,0,12
Max Robertson2,966761,US,N/A,19,0,11,9,18,0,215,1,7.53,D 2.47,515,1350,17,349
David Darson,978600,US,N/A,2,0,8,3,26,1,20,0,6.5,D 2.63,515,1350,0,52
Patrick Godlewski,944608,CA,N/A,16,0,14,11,19,2,123,0,10.5,D 1.50,515,1350,25,300
Devan Berard,929038,US,N/A,1,0,7,2,30,1,8,0,5,D 2.30,515,1350,0,30
Nathan Leblanc,798282,CA,N/A,4,0,22,21,2,0,2,0,4,C 2.25,515,1350,0,8
Daniel Segal,511218,US,N/A,1,0,5,7,0,0,0,0,0,C 3.15,515,1350,0,0
Connor Maxwell2,796320,US,N/A,2,0,11,8,15,0,6,0,11.5,D 1.63,515,1350,0,29
Evan Sho,612553,US,N/A,17,0,10,11,18,0,364,0,10.94,D 2.19,515,1350,5,314
Andrew Thibault,898129,US,N/A,66,3,7,9,22,11,554,22,8.32,D 1.54,514,1247,44,1431
Daniel RafaÅ Bar,978667,PL,N/A,7,0,16,17,11,0,49,0,14.43,D 2.18,514,1350,0,76
Matan Achituv,749710,IL,N/A,104,17,6,12,15,20,369,215,6.64,D 1.08,514,1350,104,1594
Julio Rodriguez3,804713,US,N/A,2,0,8,5,17,1,20,0,9.5,D 1.46,514,1350,0,34
Malen Cross,916887,US,N/A,10,0,10,12,7,0,33,4,7.4,D 1.45,514,1350,0,66
Michael Cianci,903219,US,N/A,3,0,21,22,3,0,3,0,5,C 2.25,514,1350,0,9
Nicholas Renner,386271,US,N/A,8,1,7,14,13,1,26,6,7,D 2.38,514,1350,5,101
Giuliano Kuns,928883,UY,N/A,34,2,7,8,18,5,248,16,6.53,D 2.18,514,1350,0,598
Shawn Skene,491638,AU,N/A,8,0,7,9,11,0,12,2,2.5,D 2.39,514,1350,0,87
Matias Saralegui,946140,UY,N/A,44,4,8,12,21,7,272,39,7.91,D 1.40,514,1350,101,927
Manuel Guerra,408046,GI,N/A,34,0,19,14,19,1,172,0,2.88,C 2.58,514,1350,8,651
Chad White2,95048,US,N/A,1,0,9,6,18,0,8,0,8,C 2.24,514,1350,0,18
Markus Waselewsky,538210,DE,N/A,8,0,13,12,18,0,69,0,7.75,D 1.91,514,1350,19,141
Justin Oneill,1012439,AU,N/A,32,0,9,9,18,2,253,2,6.84,D 2.19,514,1350,7,584
Alex J Buncombe,257136,GB,N/A,52,7,8,15,17,11,239,157,5.67,D 2.71,514,1350,202,862
Alex Stoudinger,329848,US,N/A,1,0,6,5,13,0,3,0,9,D 1.53,514,1350,0,13
Rene Reque,1087356,BO,N/A,96,10,6,7,15,19,481,99,8.36,D 0.92,514,1215,13,1449
Richard Morris8,971989,CA,N/A,4,0,14,13,10,0,20,0,10.5,D 2.49,514,1350,5,40
LoÃ¯c Denoz,1010234,BE,N/A,28,1,8,12,17,3,182,16,12.43,D 0.66,514,1350,51,483
Daniel Page4,319089,AU,N/A,2,1,10,7,21,1,11,3,4,C 2.04,514,1350,0,41
Bo Boettcher,423253,US,N/A,1,0,8,3,29,0,11,0,6,B 2.23,514,1350,0,29
Szymon Byra,1201527,PL,N/A,41,1,6,8,21,4,273,15,7.54,D 2.28,514,1350,0,845
Benny Barton,800682,AU,N/A,18,1,9,13,17,2,117,14,8.28,D 2.28,514,1350,37,306
Ethan Nguyen9,1187349,US,N/A,119,8,12,12,20,26,826,104,6.03,D 1.18,514,1350,300,2330
Brett White2,597400,US,N/A,88,0,16,12,26,13,874,0,4.86,C 2.30,514,1350,335,2275
Dodge Carlbert,421699,US,N/A,32,3,9,13,19,5,194,45,7.88,D 1.52,513,1350,87,603
Tabatha Wiggers,1254296,BR,N/A,108,0,13,13,16,0,811,0,5.56,D 2.74,513,1179,2,1717
Ricardo Moran,385976,ES,N/A,1,0,10,10,0,0,0,0,0,D 2.61,513,1350,0,0
Philip Marlowe,469961,US,N/A,13,0,7,7,16,0,113,0,5.92,D 2.50,513,1350,1,213
Nolan G Pogge,814601,US,N/A,16,1,11,12,17,1,113,8,9.19,D 2.12,513,1350,12,264
John Southmayd,574223,US,N/A,4,0,11,8,24,1,26,0,8.5,D 2.24,513,1350,16,94
Timothy Alexander,962561,US,N/A,1,0,4,3,27,0,11,0,8,D 1.96,513,1350,0,27
James Emery5,886875,AU,N/A,2,0,12,8,46,0,14,0,1,A 2.62,513,1051,6,91
James Darling,596051,GB,N/A,14,0,8,13,18,1,117,0,8.21,D 2.28,513,1350,35,246
Shane Cromeenes,692222,US,N/A,16,0,13,14,15,2,81,0,11.94,D 0.91,513,1350,0,244
Josh Wherry,1017249,US,N/A,20,0,8,9,12,0,96,0,3.1,D 2.44,513,1350,0,241
Eric Hebert2,79320,CA,N/A,7,0,9,13,15,0,62,0,9.29,D 2.61,513,1350,0,102
Stuart Phillips,18316,GB,N/A,1,0,14,13,9,0,2,0,2,D 2.29,513,1350,0,9
John Burnham3,671073,US,N/A,2,0,17,17,16,0,12,0,17,D 1.56,513,1350,0,31
Brandon Montell,1092445,US,N/A,33,0,8,10,21,2,194,2,7.58,D 2.37,513,1350,22,690
Brian Bradley,610034,US,N/A,4,0,14,14,25,1,34,0,5.75,D 2.63,513,1350,13,98
John Hagaman,157266,US,N/A,1,0,5,8,12,0,10,0,6,D 2.58,513,1350,0,12
Enzo Iazzetti,696100,BR,N/A,5,0,14,19,1,0,8,0,7.4,D 2.10,513,1350,0,6
Eric Taylor7,568877,US,N/A,3,0,10,6,21,0,22,0,2.67,B 2.27,513,1350,0,64
Marten Mehide,1192940,EE,N/A,70,0,9,9,23,5,562,0,9.46,D 0.99,513,1350,54,1577
Jose Antonio MuÃÂ±oz Cita,73488,ES,N/A,2,0,3,8,10,0,8,0,7.5,D 1.38,513,1350,0,20
Steven Leon,675786,AU,N/A,13,0,14,14,14,0,41,0,9.69,D 0.98,513,1350,7,178
Sebastian Bustamante,1223592,US,N/A,41,1,8,11,21,4,270,10,8.95,D 1.33,513,1350,77,869
Nick Huizinga,612704,US,N/A,1,0,6,5,21,0,13,0,13,D 1.57,513,1350,0,21
Qi Yu,686590,CN,N/A,6,0,6,8,17,0,38,0,5.83,C 2.37,513,1350,0,103
Gustavo Amorim2,910476,BR,N/A,42,0,16,13,21,1,367,0,4.69,C 2.29,513,1350,51,874
Grahame Shepherd,959964,AU,N/A,3,0,15,12,23,0,42,0,7,D 2.66,512,1350,0,68
Weilong Li,1202777,CN,N/A,53,1,8,10,22,4,354,13,10.15,D 1.69,512,1350,0,1187
Darrell Weatherford,763481,US,N/A,26,0,15,11,20,2,228,0,7.46,D 2.48,512,1350,57,521
Fabien Colombo,682027,CH,N/A,39,0,17,17,18,0,301,0,6.41,A 2.17,512,1112,26,685
Robert West6,668341,US,N/A,2,0,8,8,14,0,10,0,0,D 2.70,512,1350,0,28
Owen Humphries,962558,GB,N/A,38,0,10,10,17,2,227,3,7.16,D 1.67,512,1350,16,642
Daniel Schrementi,607263,US,N/A,4,0,16,10,22,1,20,0,1.5,D 2.40,512,1350,18,86
Rick Thompson3,44946,US,N/A,5,0,19,15,14,0,36,0,8.8,C 2.30,512,1350,0,70
Courtney Schwandner,1023645,US,N/A,63,0,9,8,13,1,377,4,5.9,D 1.44,512,1350,4,834
Jon Stapleton4,462692,US,N/A,113,9,12,11,19,23,846,111,4.74,C 2.16,512,1350,240,2130
Vinicius Messias2,1033096,BR,N/A,52,6,8,9,25,10,321,51,6.23,D 1.35,512,1350,30,1298
Michael Young6,49411,US,N/A,2,0,18,20,7,0,7,0,9,C 2.13,512,1350,0,14
Mahmood Al Durrah,1005599,CA,N/A,29,0,11,11,21,4,262,3,12.52,D 1.25,512,1350,75,603
Brian Bitsky,877850,US,N/A,71,0,12,14,18,11,192,1,5.79,D 2.57,512,1350,232,1305
John Karamatsoukas,958052,US,N/A,5,0,13,15,2,0,2,0,2,C 2.38,512,1350,0,9
Cooper Fitzsimons,422570,AU,N/A,7,0,11,11,19,0,40,0,4,C 2.51,512,1350,3,132
Brandon Suits,224193,US,N/A,47,8,8,8,14,14,234,60,3.57,D 2.52,512,1350,21,677
Luke Pitts2,609409,GB,N/A,5,0,11,11,11,0,20,0,4,C 2.02,512,1350,1,56
Paulo M. Neto,727634,BR,N/A,11,0,15,12,18,1,104,0,7.09,C 2.55,512,1350,30,195
Cole Lott,524602,US,N/A,2,0,17,16,9,0,9,0,5.5,B 3.23,512,1350,0,18
Banks Biffle,544099,US,N/A,1,0,9,8,43,0,21,0,9,D 2.64,512,1350,3,43
Nazar Daniliuk,1074640,US,N/A,64,1,7,7,16,6,370,11,8.73,D 1.31,512,1350,0,1043
Mark McQuillan3,815835,AU,N/A,3,0,17,13,17,0,41,0,4,A 2.70,512,1350,0,52
Mohamed El Arja2,1096445,MA,N/A,28,1,7,9,19,3,206,19,8.75,D 1.35,512,1350,0,530
Lambartus Johan De Jong,964138,NL,N/A,2,0,6,6,23,1,12,0,5.5,D 2.34,512,1350,0,46
Lucio Nicolas Martin,1127907,AR,N/A,78,2,9,7,13,5,478,21,9.1,D 2.01,512,1350,0,1046
Preston Munro,864106,US,N/A,2,0,16,9,27,0,27,0,14.5,C 2.11,512,1350,3,53
Seb West,1139391,US,N/A,56,0,13,11,30,2,502,0,5.55,D 2.54,512,1350,30,1659
Scott Hatcher,82943,AU,N/A,10,0,13,12,22,0,111,0,5.4,C 2.96,512,1350,0,216
Nels Long,926639,US,N/A,10,0,11,12,17,1,90,0,11.1,D 2.32,512,1350,21,171
Shaun Adams3,961385,US,N/A,2,0,13,11,32,0,29,0,6.5,C 2.60,512,1350,0,64
Gregory Scroggs,960221,CA,N/A,50,0,8,8,14,4,384,5,7.58,C 2.19,512,1350,14,723
Joseph Kogler,640421,AT,N/A,5,0,12,11,19,1,47,0,9,D 2.62,511,1350,15,94
Renato Foregato,433545,BR,N/A,1,1,1,1,44,1,12,12,1,D 2.45,511,1350,0,44
Reese Reimers,885161,US,N/A,14,0,7,6,15,0,143,0,2.43,C 2.93,511,1350,0,208
Peter Hodgson3,1003742,CA,N/A,1,0,7,7,14,0,9,0,10,C 2.21,511,1350,0,14
Marcos Marquez,520968,AR,N/A,1,0,11,11,0,0,0,0,0,D 1.19,511,1350,0,0
Kenneth Harshbarger,82483,US,N/A,1,0,11,11,0,0,0,0,0,C 2.70,511,1350,0,0
Taylor Hutchins,925126,US,N/A,4,0,7,15,14,1,13,0,6.5,D 2.23,511,1350,12,57
Shane Matts,763766,AU,N/A,2,0,21,22,4,0,7,0,7,C 2.46,511,1350,0,8
Samuel Robison,307062,US,N/A,65,0,12,12,13,3,272,7,3.25,C 2.35,511,1350,1,827
Kayden Barker,519000,NZ,N/A,6,0,11,9,14,1,26,7,11.5,D 1.14,511,1350,0,85
Joshua Douglas,827639,US,N/A,26,2,7,9,12,5,99,31,4.38,D 1.61,511,1350,7,301
Jamie Naylor,147888,AU,N/A,1,0,4,13,7,0,3,2,6,D 2.52,511,1350,0,7
Tim Symbaler,555399,US,N/A,1,0,8,4,24,0,7,0,8,D 2.64,511,1350,0,24
Ryan Monaghan2,553388,AU,N/A,4,0,11,8,16,0,23,0,5.75,C 2.10,511,1350,0,64
Frank Harris,205993,US,N/A,1,0,11,11,0,0,0,0,0,D 1.50,511,1350,0,0
Anthony Monroe,224055,US,N/A,11,0,9,11,18,1,86,0,6.18,D 2.86,511,1350,34,193
Michael Wright12,843806,US,N/A,1,0,10,6,28,0,7,0,16,D 2.23,511,1350,6,28
Nick Tolar,1058020,US,N/A,42,0,10,10,17,2,282,2,8.83,D 1.36,511,1350,2,732
Umut Aydin2,687558,TR,N/A,1,0,20,14,33,0,11,0,15,C 2.00,511,1350,0,33
Yaniv Bar On,1085410,IL,N/A,88,3,7,8,16,12,488,38,8.39,D 1.56,511,1350,30,1448
David John Thomas,799704,AU,N/A,1,0,8,7,11,0,1,0,5,B 3.22,511,1350,0,11
Ben Hocevar,759326,US,N/A,5,0,7,11,18,1,23,0,6.6,D 2.36,511,1350,5,90
Allen Wagner,831275,US,N/A,3,0,12,5,25,1,26,0,3.67,B 2.26,511,1350,9,76
Max Papis,19241,US,N/A,2,0,7,10,0,0,0,0,0,D 1.03,511,1350,0,0
Javier Domingo Lorenzo Gomez,1137613,ES,N/A,29,0,7,7,16,3,215,7,5.69,D 2.32,511,1350,0,452
Austin Roberts6,691031,US,N/A,9,2,7,9,21,2,54,28,5.33,D 2.55,511,1350,20,190
Fletcher Kidd,787385,AU,N/A,1,0,8,9,10,0,3,0,18,D 1.15,511,1350,0,10
Carlos Pastrana,96405,ES,N/A,48,1,6,7,18,8,185,22,4.96,D 1.42,511,1350,72,870
Deivedy Silva,1216340,BR,N/A,27,1,8,8,24,2,190,10,7.33,D 1.42,511,1170,37,661
Jamie Shrosbree,590273,GB,N/A,1,0,11,11,0,0,0,0,0,D 2.65,511,1350,0,0
James Moore39,984329,US,N/A,11,0,10,9,17,1,108,0,4.55,C 2.26,511,1350,0,191
David Coleman4,463331,US,N/A,2,0,6,5,24,0,18,0,3.5,A 1.50,511,1350,0,47
Anthony Carlone2,660579,US,N/A,17,0,7,7,18,1,153,4,9.53,D 1.48,511,1350,4,300
Sander Danielsen,960069,NO,N/A,24,0,10,11,19,4,158,0,6.96,D 1.55,510,1350,57,452
Pierdominici Duilio,1258540,AR,N/A,74,4,8,8,15,7,381,45,6.49,D 2.34,510,1350,6,1083
Alon Katz,1032891,IL,N/A,47,0,9,10,18,2,367,1,6.04,C 2.40,510,1071,29,844
Blake Powell2,757516,US,N/A,126,2,14,15,20,14,845,46,6.01,C 2.19,510,1350,342,2486
Christopher Nikolov,1020649,US,N/A,47,2,10,12,20,7,322,41,5.98,D 2.71,510,1350,82,952
Hilton Young,65337,US,N/A,12,0,9,7,17,0,101,0,7.17,D 2.40,510,1350,0,201
Robert Hull2,497947,US,N/A,1,0,10,3,56,0,5,0,0,B 2.50,510,1350,5,56
Christian Weber8,750091,DE,N/A,5,0,15,13,23,0,41,0,9.2,D 2.53,510,1350,0,117
Josh Flood,257471,US,N/A,3,0,12,12,8,0,10,0,2.33,D 2.26,510,1350,0,25
LlorenÃ§ GarcÃ­a Sola,1008500,ES,N/A,13,0,15,15,17,1,108,0,10.69,D 1.27,510,1350,30,219
Eduardo Prandini,973187,BR,N/A,12,2,12,12,22,5,66,16,6.25,D 2.53,510,1350,86,261
Shane Hawrysh,337708,CA,N/A,6,0,10,10,19,0,75,0,6.5,D 2.73,510,1350,0,112
Christopher Terry2,590355,US,N/A,1,0,9,7,12,0,7,0,4,C 2.28,510,1350,0,12
Holger Kuerbig,589673,DE,N/A,1,0,1,11,0,0,0,0,4,D 1.62,510,1350,0,0
Bruno Genz,391523,BR,N/A,1,0,11,11,0,0,0,0,0,B 2.31,510,1350,0,0
Javier Kogan,903426,US,N/A,1,0,7,8,10,0,4,0,16,D 2.22,510,1350,0,10
Steven Bennett4,768558,US,N/A,8,1,9,12,23,4,73,12,4.25,C 2.27,510,1350,27,180
Erik Laros,403208,NL,N/A,6,0,6,7,15,1,36,6,6.83,D 2.43,510,1350,0,91
Lautaro Benjamin Berot,1148720,AR,N/A,39,5,7,8,20,11,159,50,4,D 1.73,510,1350,10,772
Ethan Norton,1005062,US,N/A,5,0,13,15,11,0,17,0,10.2,D 1.41,510,1350,0,55
David Charles Brown,1201982,AU,N/A,76,0,8,8,18,2,468,1,7.21,D 2.90,510,1350,0,1351
Shane Oneill2,1022371,IE,N/A,40,2,10,11,16,5,227,24,5.15,D 2.37,510,1350,17,657
Nathan Line,543604,US,N/A,39,0,16,13,16,4,270,0,7.95,D 2.31,509,1350,44,621
Kajetan Holowiej,522216,PL,N/A,1,0,12,10,18,0,13,0,18,C 2.24,509,1350,0,18
Luke Wormald,689635,AU,N/A,36,3,4,6,18,9,236,33,7.19,D 1.36,509,1350,0,665
Orlando Prada,561927,ES,N/A,9,0,17,16,21,2,18,0,4.33,B 2.12,509,1350,51,187
Tom Layton3,1038000,GB,N/A,47,0,9,9,16,1,256,4,6.04,D 1.70,509,1350,24,755
Nikolas Sitzman,712819,US,N/A,22,1,12,17,13,2,74,5,4.23,C 2.29,509,1350,42,293
Miri Alaez Suarez,1046016,ES,N/A,52,0,8,8,20,0,356,0,3.69,C 3.54,509,1350,2,1024
Kyle M Smith,462621,US,N/A,6,0,15,11,22,3,59,0,7.5,B 2.08,509,1350,44,131
Jack Watson3,1003192,NZ,N/A,11,1,11,14,8,1,32,6,5.82,D 1.53,509,1350,0,89
Kyle Aronne,492041,US,N/A,5,0,9,9,10,0,17,0,16.4,D 1.02,509,1350,0,51
Nicholas Jones14,968672,US,N/A,4,0,15,15,10,0,24,0,10.25,B 1.43,509,1350,0,41
Abraham Vargas Ramos2,1001025,PR,N/A,7,0,6,7,16,0,50,0,6,C 1.55,509,1350,0,109
Mustafa Qadir,646270,US,N/A,1,0,9,5,16,0,8,0,0,C 2.45,509,1350,0,16
Adam Jester,207248,US,N/A,1,0,8,8,15,0,6,0,17,C 2.12,509,1350,0,15
Davi Assumpcao,1052479,BR,N/A,28,1,11,12,16,1,141,4,3.14,B 2.06,509,1350,16,455
Guillaume Bergeron,1134115,CA,N/A,27,1,7,9,19,1,179,15,5.67,D 1.60,509,1350,3,513
Brian Smith44,706294,US,N/A,1,0,2,11,4,0,2,0,7,D 1.43,509,1350,0,4
Brently Roberts,578894,US,N/A,6,0,7,4,21,2,50,1,3.83,D 2.41,509,1350,0,123
Sascha Ludolph,577727,DE,N/A,5,0,8,9,6,0,10,0,9,D 1.47,509,1350,0,32
