driver,custid,location,club_name,starts,wins,avg_start_pos,avg_finish_pos,avg_points,top25pcnt,laps,lapslead,avg_inc,class,irating,ttrating,tot_clubpoints,champpoints
Jason Fazendin,779732,US,N/A,3,0,15,20,8,0,11,0,6.33,C 2.08,529,1350,0,23
Maximilian Engl,961959,DE,N/A,78,9,10,11,21,17,540,121,7.23,D 1.63,528,1350,243,1637
Pau Pujol2,1257798,ES,N/A,53,3,10,10,24,13,320,23,8.51,D 0.90,528,1350,53,1260
Mark Reyes2,992206,US,N/A,25,0,5,7,14,2,122,7,9.32,D 1.27,528,1350,0,355
Marty Shannon,642808,US,N/A,3,0,14,10,19,0,19,0,7,D 2.43,528,1350,0,56
Greg Gordon2,1019357,US,N/A,293,0,16,13,22,4,2914,0,5.86,A 1.41,528,1350,190,6437
Kurtis Jackson,428009,AU,N/A,4,0,12,15,16,0,19,0,11.5,D 2.43,528,1350,2,62
Fernando Loureiro,1039667,BR,N/A,23,0,8,8,15,1,158,0,2.83,D 3.41,528,780,0,334
Colin F M Parazza,814775,FR,N/A,7,0,12,14,17,2,87,0,13.43,D 1.55,528,1350,24,122
Alexander Ruble,886197,US,N/A,6,0,18,13,17,0,47,0,6.83,C 2.27,528,1350,15,101
Eric Bosse,1006256,US,N/A,60,0,9,8,14,2,537,0,7,D 2.43,528,1350,10,833
Marlon FalcÃ£o,1024376,BR,N/A,52,0,10,8,27,2,357,1,6.87,D 1.28,528,1350,0,1411
Neil Chakravarty2,999652,US,N/A,28,0,14,12,18,0,237,0,6.32,D 2.54,528,1350,20,495
Thomas Wiercioch,614839,DE,N/A,8,0,6,10,15,0,58,0,7.5,D 2.52,528,1350,7,116
Jackson Graham2,648829,US,N/A,11,0,13,12,14,1,46,0,6.36,C 1.32,528,1350,0,157
Adam Nelson2,465550,US,N/A,3,0,11,11,1,0,9,0,3.67,D 2.18,528,1350,0,3
Cory Hansen2,878182,US,N/A,1,0,10,6,27,0,14,0,9,D 2.61,528,1350,0,27
Tom Moore5,929948,US,N/A,4,0,13,13,20,0,45,0,7.75,B 2.10,528,1350,0,81
Gary Rix3,860982,GB,N/A,6,0,10,10,16,1,51,2,6,C 2.13,528,1350,2,93
Kyle Wood7,693084,US,N/A,20,0,16,13,20,2,136,0,7.5,D 2.12,528,1350,36,393
Patrik PolÃ¡k,956618,CZ,N/A,5,0,14,11,16,1,36,0,5.6,C 2.05,528,1350,0,81
Tom Booth Amos,1117070,GB,N/A,34,1,7,11,24,4,172,13,9.5,D 1.30,528,1350,11,804
Raymond Goff,140893,US,N/A,2,0,18,18,0,0,0,0,0,A 2.57,528,1350,0,0
Carlos Servillera,721447,ES,N/A,12,0,10,11,19,1,124,0,8.17,C 2.31,528,1350,0,231
Maceo Hubbard2,1123843,US,N/A,28,0,7,8,19,0,181,1,5.32,D 2.24,528,1350,1,525
Clay Settles,471238,US,N/A,17,1,8,10,17,1,115,2,5.82,D 2.20,528,1350,2,297
Daniel Barger,826015,US,N/A,7,1,10,12,15,2,28,8,8.86,D 1.56,528,1350,0,107
Sondre Vatle,876161,NO,N/A,10,3,10,9,14,4,45,26,4.2,D 2.27,528,1350,18,137
Brady Mudra,621978,US,N/A,7,0,10,8,17,1,51,0,4,D 2.68,528,1350,2,119
Edward Canterbury,514270,US,N/A,3,0,12,7,28,0,36,0,5.67,B 2.23,528,1350,0,85
Victor Hernandez3,1050891,CL,N/A,101,12,12,10,31,31,681,127,8.39,D 0.94,528,1350,252,3177
Jp Carnline,873112,US,N/A,23,0,10,13,16,2,153,0,10.3,D 1.44,528,1350,48,359
Felipe Moglia Pons,880741,BR,N/A,9,0,12,14,15,0,77,0,5.22,C 3.60,528,1350,15,136
Zac Lawler,1008178,US,N/A,30,1,8,8,22,3,249,20,10.47,D 1.02,528,1350,5,656
William Sauter,280147,US,N/A,1,0,11,14,10,0,4,0,9,C 2.58,528,1350,0,10
Gregor Handsome,701933,US,N/A,50,0,8,7,15,1,321,1,8.64,D 1.24,528,1263,28,733
Quinn Ethridge,977597,US,N/A,1,0,8,9,34,0,9,0,18,D 1.55,527,1350,1,34
Oliver Lystrup,624733,DK,N/A,2,0,25,16,24,0,13,0,2,C 2.30,527,1350,0,48
Amin Ladki,443106,LB,N/A,3,0,13,16,13,0,29,0,8.67,B 2.14,527,1350,0,39
Jay Cee2,893919,US,N/A,15,0,11,9,16,2,83,0,5.8,D 2.33,527,1350,13,243
Creed Kirkland,890887,US,N/A,26,4,7,10,20,6,131,43,6.23,D 1.60,527,1350,29,509
Zachary Lueken,948251,US,N/A,19,2,11,10,18,2,135,4,8.16,D 1.32,527,1350,0,340
Fabrizio Ripamonti,613789,IT,N/A,84,0,16,13,19,1,946,1,8.15,C 1.85,527,1350,47,1579
Gabriel Leal4,953359,US,N/A,28,0,16,13,18,1,340,0,6.68,C 3.42,527,1350,20,502
Bradley Hayes,253900,US,N/A,50,4,8,10,19,10,292,21,7.28,D 2.21,527,1350,37,960
Arno Moors,1055321,BE,N/A,77,1,7,8,17,11,530,29,9.42,D 1.27,527,1274,27,1295
Michael Coxsey,1051752,US,N/A,96,2,8,9,20,13,749,20,7.94,C 2.11,527,1350,207,1955
Derek Tipton2,970040,US,N/A,50,0,11,10,20,2,391,0,10.76,D 1.21,527,1350,9,1016
Guilherme Bruenning,1024293,BR,N/A,69,0,12,9,22,5,617,0,8.28,D 1.64,527,1350,80,1538
Marshall Folger,934726,US,N/A,17,0,15,11,20,0,128,0,4.53,C 2.47,527,1350,9,341
Stanislav Diatlov,925307,UA,N/A,11,0,9,10,15,0,75,0,9.91,D 1.84,527,1350,20,168
SÃ­lvia Boretti,808356,BR,N/A,17,1,6,7,16,3,78,13,8.12,D 1.56,527,1350,0,277
Damian Meza,1084614,US,N/A,107,16,6,9,17,26,552,147,6.79,D 1.71,527,1286,131,1829
Harry Clarke3,1109428,GB,N/A,115,7,9,9,24,25,697,68,9.79,D 0.93,527,1350,162,2717
Dawson Crabtree,1062179,US,N/A,39,1,8,9,16,6,164,9,3.67,C 2.45,527,1350,8,616
Pablo Rodriguez Marin,352679,ES,N/A,6,0,10,12,9,0,27,0,3.83,D 2.61,527,1350,0,56
Andres Arango2,1141785,US,N/A,189,0,9,9,15,5,1350,4,10.35,D 1.45,527,1350,45,2786
Piper Rudolph,1128391,US,N/A,91,18,11,9,22,31,456,110,5.04,D 1.67,527,1350,38,1983
Robert Lovell,645399,US,N/A,1,0,6,6,0,0,0,0,0,D 2.49,527,1350,0,0
Han Qi,764199,CN,N/A,4,0,13,8,17,0,17,0,4.75,C 2.18,527,1350,7,67
Darren Lindemann,1160390,US,N/A,150,18,7,8,25,43,888,201,7.25,D 1.53,527,1350,190,3742
Jason Mak,444574,US,N/A,2,0,13,10,20,0,9,0,7,D 2.45,527,1350,3,39
Usman Alam,1289458,US,N/A,34,0,11,11,20,1,214,0,9.29,D 0.95,527,1350,0,691
Bezhan Abdullaev,1004306,TJ,N/A,82,6,10,10,19,16,373,54,6.33,D 1.41,527,1350,31,1564
Remington Doyle,959202,US,N/A,338,12,15,13,22,49,2767,150,3.49,A 3.78,526,1350,999,7296
Adam Spier,1246981,US,N/A,66,6,9,9,23,9,475,43,7.45,D 1.20,526,1350,102,1508
Alan Sheaffer,1009299,US,N/A,6,0,9,9,20,1,56,0,6,C 2.26,526,1350,9,121
Adam Boyer2,70244,US,N/A,6,0,6,9,12,0,43,0,6,D 2.31,526,1350,0,74
Alexis Fernandez,994301,PR,N/A,64,0,9,7,18,2,420,0,5.66,C 2.25,526,1350,5,1182
RJ Macri,1076883,US,N/A,24,2,8,8,10,3,68,16,3.08,D 2.41,526,1273,0,247
Turgay Donmaz3,894380,DE,N/A,66,0,9,8,16,3,577,4,9.68,C 2.40,526,1350,6,1065
Kyle Deal,523908,US,N/A,2,0,14,19,7,0,12,0,9,D 2.36,526,1350,0,14
Aaron Weaver2,526171,CA,N/A,4,0,7,7,19,0,30,0,10.25,D 1.36,526,1350,0,74
Xavier Jeziorek,1099724,FR,N/A,19,0,8,10,11,1,88,0,4.37,D 2.15,526,1350,0,212
Christopher Fleming3,1043046,AU,N/A,49,1,13,12,22,7,259,8,5.8,D 2.21,526,1350,55,1065
Laurent Watellet,106411,FR,N/A,2,0,8,8,20,0,12,0,6,C 2.14,526,1350,0,40
Samuel Arbelo,887958,ES,N/A,1,0,9,9,0,0,0,0,0,D 2.65,526,1350,0,0
Nicolas Frattola,914651,AR,N/A,16,0,14,12,16,1,121,0,7.81,D 1.22,526,1350,18,260
Hayden Hall,456737,US,N/A,18,0,12,14,21,1,151,0,7.94,D 2.23,526,1350,47,385
Gregory Kirby,438614,US,N/A,24,1,8,10,21,2,235,14,5.21,C 2.14,526,1350,13,492
Brad Johnson3,233726,US,N/A,1,0,8,7,13,0,5,0,10,D 1.39,526,1350,0,13
Vincent Pagano,360962,US,N/A,1,0,9,7,12,0,11,0,3,C 2.46,526,1350,0,12
Bennet Nolte,1250184,US,N/A,40,0,7,12,19,2,324,0,6.9,D 1.44,526,1350,49,755
Ryan A Morrison,998557,CA,N/A,207,0,11,10,17,11,1747,2,7.06,C 3.45,526,1350,223,3598
Linus Bowden,1008571,US,N/A,13,0,6,7,15,1,77,2,7.38,D 1.72,525,1350,7,195
Daniel McBride,119591,US,N/A,2,0,12,13,8,0,7,0,4,C 2.36,525,1350,0,16
Shane Stidham,969837,US,N/A,12,0,9,9,16,0,69,0,5.17,D 2.45,525,1350,0,192
Logan Freter,442089,US,N/A,12,0,17,12,19,0,94,0,4.17,D 2.88,525,1350,16,230
Ben Klaus2,437964,US,N/A,1,0,10,10,0,0,0,0,0,C 2.17,525,1350,0,0
Ãrjan Jensen,780090,NO,N/A,2,0,6,8,13,0,13,0,6.5,D 2.26,525,1350,0,25
Johnny GÃ¶tze,1042401,DE,N/A,29,0,8,9,15,0,170,0,5,D 2.24,525,1056,16,424
Lachlan Pearce,172176,AU,N/A,18,0,13,11,18,1,172,0,5.67,C 2.43,525,1350,24,322
Jayme Jacobs,945665,US,N/A,22,0,7,8,16,0,182,0,4.77,C 2.37,525,1350,4,354
Justin Tiedeman,269924,US,N/A,2,0,10,11,0,0,0,0,0,D 2.38,525,1350,0,0
Thienan Ha,999245,US,N/A,6,0,6,8,13,0,40,0,11.67,D 1.32,525,1350,0,75
Pascal Courrier,426729,FR,N/A,19,2,7,6,14,3,102,17,6.74,D 2.03,525,1350,0,267
David Pasternak,587190,US,N/A,480,5,10,7,26,37,3519,27,2.48,A 1.20,525,1350,78,12709
Glenn James,426710,AU,N/A,1,0,8,8,5,0,3,0,5,D 1.57,525,1350,0,5
Hardy Raphael,789171,CA,N/A,28,0,15,12,18,2,190,0,10.04,D 1.30,525,1350,31,516
Elvis Duckworth,892521,CA,N/A,1,0,18,15,14,0,9,0,11,D 2.48,525,1350,0,14
Nicholas Hahn,918049,US,N/A,46,4,6,10,22,14,280,73,7.7,D 1.66,525,1350,209,1005
Ethan Adams,300487,GB,N/A,1,0,10,23,0,0,0,0,5,D 1.62,525,1350,0,0
Yang Yiwai,1166968,CN,N/A,40,0,12,10,25,2,275,5,5.1,D 1.67,525,1350,4,1006
Benji Randall,689215,US,N/A,6,0,8,14,20,1,26,3,6.83,C 2.30,525,1350,0,118
Justin R Mullins,889547,US,N/A,9,0,9,9,19,0,77,0,8.67,D 2.27,525,1350,15,168
Desmond Lee,1225676,GB,N/A,43,0,10,8,21,0,366,0,3.58,A 2.38,525,996,10,915
Brian Lynch,219195,US,N/A,4,0,6,6,15,0,35,0,3.25,C 2.34,525,1350,0,61
Eric Paxson,166873,US,N/A,1,0,6,6,19,0,12,0,9,D 2.56,525,1350,0,19
Imanol Mendieta,1138457,MX,N/A,81,1,12,11,19,5,589,9,4.89,C 2.96,525,1350,91,1562
Chris Saling,1262647,US,N/A,24,0,10,10,15,0,170,0,8.42,D 1.57,525,1350,0,366
Iakab Otto,974859,LU,N/A,2,0,13,18,4,0,3,0,6,D 2.26,525,1350,0,7
Chad Knaus,429420,US,N/A,5,0,7,6,14,1,32,1,9.6,D 2.13,524,1350,20,70
Jesus Olmedo5,1258639,PR,N/A,166,1,11,12,15,14,883,15,8.54,D 1.33,524,1350,0,2534
Connor Gordon2,880941,US,N/A,18,1,11,15,19,2,127,5,6.61,C 2.06,524,1350,40,338
Bruce Carmichael,968135,AU,N/A,11,0,14,11,17,2,62,0,5.64,D 2.31,524,1350,15,188
Chi Seng Chan,899133,MO,N/A,7,0,14,14,16,0,53,0,13.71,D 1.56,524,1350,5,114
Felipe Santanna,593214,BR,N/A,1,0,7,9,8,0,7,0,8,D 2.14,524,1350,0,8
Santiago Vianna,1042262,AR,N/A,47,6,8,10,27,14,281,50,7.81,D 0.99,524,1350,37,1259
Dale Hancock,844639,US,N/A,41,1,7,6,16,6,314,10,6.71,D 2.46,524,1350,0,640
Justin Brester2,942987,US,N/A,16,0,12,13,17,1,110,0,5.38,D 2.33,524,1350,46,265
Bosco Dooley,583363,US,N/A,1,0,11,11,0,0,0,0,0,D 2.60,524,1350,0,0
David Trottier,591469,FR,N/A,1,0,6,4,23,0,6,0,5,C 3.00,524,1350,0,23
David Colin Houghton,665193,NZ,N/A,1,0,6,9,7,0,6,0,13,D 2.00,524,1350,0,7
Nicholas Storch,454315,US,N/A,33,0,9,12,19,1,303,1,6.3,C 2.08,524,1262,49,634
Jagjeet Dhuna2,684334,GB,N/A,2,0,9,14,26,0,9,0,2,D 2.32,524,1350,3,51
Atish Dabeesing,186633,NZ,N/A,2,0,18,7,34,1,14,0,3.5,B 2.68,524,1350,18,67
Oscar Dransfield2,1178597,GB,N/A,31,7,7,10,21,8,178,85,4.87,D 1.31,524,1350,0,644
Greg Bolton,614566,US,N/A,3,0,14,13,25,0,24,0,5.67,C 2.50,524,1350,10,74
Joshua Goode,825792,US,N/A,5,0,19,14,22,0,89,0,7,B 2.48,524,1350,0,111
Wojciech Bratek,1206396,PL,N/A,113,2,12,11,24,8,857,10,8.73,D 1.50,524,1350,177,2742
Adrien Gerin,895804,FR,N/A,5,0,8,10,2,0,3,0,4.6,D 1.61,524,1350,0,8
Drew Cummings,744437,US,N/A,1,0,14,22,0,0,0,0,0,D 2.47,524,1350,0,0
Alessandro Boscolo,622879,IT,N/A,4,0,9,9,18,0,40,0,12,D 2.30,524,1350,3,72
Evan De Anda2,1253363,MX,N/A,49,1,8,9,23,1,360,10,8.1,D 1.43,524,1350,0,1117
Eduardo Bessa,947821,BR,N/A,42,0,17,15,22,2,375,0,6.95,C 2.32,524,1350,87,911
Tom Novotny,425698,DE,N/A,2,0,18,17,20,0,14,0,10,C 2.25,523,1350,2,39
Tyler Jacobs6,1301078,US,N/A,53,1,8,8,18,6,316,3,7.45,D 2.05,523,1350,0,974
Anton Baden,749090,DK,N/A,51,8,10,13,21,17,409,138,5.61,D 2.61,523,1350,319,1052
Wayne M Morris,934510,AU,N/A,396,13,9,10,33,78,3766,148,6.44,C 1.09,523,1350,1211,12873
Massimo Brandaglia,345126,IT,N/A,2,0,18,20,5,0,1,0,3.5,C 2.23,523,1350,0,9
Lucas Blaha,1039127,US,N/A,114,2,7,8,16,6,803,16,12.12,D 0.93,523,1350,32,1793
Brynnar Swenson,781667,US,N/A,17,0,15,15,18,1,121,0,5.12,C 2.51,523,1350,32,299
Saming Senket,1048163,US,N/A,79,1,9,7,13,2,517,2,7.27,D 2.11,523,1350,0,998
Andrew Powell8,742208,NZ,N/A,27,0,12,11,14,1,163,1,9.37,D 1.14,523,1350,5,386
Owen Montgomery,86464,AU,N/A,5,2,3,6,13,2,27,19,4.4,D 2.36,523,1350,0,64
Phyo Wai,951910,MM,N/A,1,0,25,19,15,0,1,0,15,C 2.53,523,1350,0,15
Kostiantyn Chuksin,1091619,UA,N/A,54,0,6,7,22,0,378,0,8.09,D 1.55,523,1350,0,1176
Dave Starkweather,106915,US,N/A,7,1,9,8,19,1,56,6,7.14,C 2.10,523,1350,0,131
Douglas Seefus,777512,US,N/A,2,0,6,9,8,0,14,0,7.5,C 2.09,523,1350,0,16
Andrew Green23,536781,US,N/A,5,0,14,15,14,0,33,0,10.4,D 2.54,523,1350,6,71
Damien Hendricks,550545,US,N/A,1,0,9,2,28,1,16,0,2,C 2.33,523,1350,0,28
Liam Durney,1189997,NZ,N/A,104,1,10,9,22,12,563,19,7.73,D 2.22,523,1350,0,2320
Michael Kennedy16,929653,US,N/A,17,0,7,8,18,1,135,0,4.94,C 2.12,523,1350,19,308
Dylan Thayer,782391,US,N/A,2,0,20,15,19,0,24,0,17.5,C 2.20,523,1350,0,38
Bilal Ibrahim,824872,AU,N/A,37,0,7,7,18,0,244,0,8.22,D 2.29,523,1350,4,652
Wesley Veugeler,923916,US,N/A,2,0,5,10,26,0,7,0,12.5,D 2.29,523,1350,0,52
Mike Holcomb,603424,US,N/A,1,0,17,14,17,0,9,0,2,B 2.89,523,1350,0,17
Dustin Burns,41765,US,N/A,1,0,15,19,20,0,9,0,5,C 2.71,522,1350,0,20
Scott Hager,62509,US,N/A,8,0,16,18,6,0,38,0,4.13,D 2.24,522,1350,0,46
Pedro Herrera3,868583,US,N/A,8,0,7,7,14,1,42,5,7.25,D 1.45,522,1350,0,113
David M Morales,381401,US,N/A,1,1,1,1,41,1,10,10,0,D 2.56,522,1350,21,41
Scott Gilmour2,1036933,CA,N/A,57,2,9,10,31,11,510,23,8.47,D 0.98,522,1350,36,1776
Austin Williams3,321527,CA,N/A,28,1,8,6,12,5,198,7,6.57,D 1.77,522,1350,0,336
Luiz Guilherme Abritta,1069138,BR,N/A,38,0,11,11,19,1,283,0,6.92,D 1.48,522,1350,25,734
Jaime Salas,28545,US,N/A,20,0,13,13,21,1,245,1,10.2,C 2.18,522,1350,44,415
Matt Edmisten,629545,US,N/A,1,0,11,8,12,0,7,0,6,D 2.22,522,1350,0,12
Alejandro Carballo,996117,ES,N/A,34,0,13,14,15,1,174,0,7.38,D 2.33,522,1350,29,509
David GÃ³is,825776,PT,N/A,1,0,7,19,0,0,0,0,8,D 2.40,522,1350,0,0
Henry Paloci,518003,US,N/A,1,0,8,8,10,0,5,0,17,D 2.17,522,1350,0,10
Jairo Leal,349799,US,N/A,11,0,9,9,14,0,80,3,7.09,D 2.06,522,1350,0,157
Phuong Nguyen3,1001336,CA,N/A,7,0,9,6,15,1,48,2,4.57,B 2.50,522,1350,0,105
Serge Nicolas,1102195,FR,N/A,105,0,13,12,23,0,1232,2,3.89,A 2.93,522,1350,39,2367
Jon Burklow,1108893,US,N/A,78,3,10,10,16,8,382,22,5.68,D 1.61,522,1350,1,1254
Dominic Daian,986763,CA,N/A,41,3,8,11,18,7,493,73,10.8,D 1.55,522,1350,183,753
Daniel Archer3,658258,AU,N/A,44,0,14,12,21,7,415,6,12,D 0.90,522,1350,84,913
Luke Ford2,711671,AU,N/A,1,0,23,23,0,0,0,0,0,A 2.41,522,1163,0,0
Muhammad Theprophet,669594,AU,N/A,3,0,6,6,26,0,22,0,9.67,D 1.70,522,1350,4,79
Adiss Stepanian,259582,US,N/A,8,1,8,6,16,1,60,5,5.25,D 2.28,522,1350,0,128
Jacob Harvison,1006583,US,N/A,12,0,10,8,18,1,132,0,5.58,C 3.09,521,1350,25,219
Sean Lawley,585220,US,N/A,3,0,5,6,20,1,26,0,7.67,D 2.72,521,1350,0,59
Scott Green6,669199,US,N/A,1,0,11,11,0,0,0,0,0,C 2.17,521,1350,0,0
Brock Schultz,927298,US,N/A,5,0,12,12,8,0,27,0,9,D 1.53,521,1350,0,38
John Payne6,1014839,AU,N/A,35,0,6,7,18,0,252,0,6.74,D 2.28,521,1350,0,613
Henrique Augusto Araujo Silva,511800,BR,N/A,2,0,2,4,26,1,19,3,11.5,D 2.18,521,1350,13,51
Steve Jungeblut,976353,DE,N/A,25,0,6,7,16,0,168,0,5.88,D 2.33,521,1350,0,394
Aaron Smith3,167874,AU,N/A,1,0,4,8,7,0,1,0,8,D 2.24,521,1350,0,7
Robert Wojcik Jr,273020,US,N/A,6,0,14,13,13,0,44,0,8.67,D 2.05,521,1350,0,76
Phillip King2,897958,AU,N/A,17,2,7,9,16,3,125,10,8.76,D 2.60,521,1350,4,276
Faruk Aslan,875666,TR,N/A,2,0,19,18,6,0,3,0,6,C 2.11,521,1350,0,12
Sebastian Reyes2,900326,US,N/A,3,0,13,10,17,1,27,0,3.67,C 2.38,521,1350,16,50
Thomas Lykins,393726,US,N/A,1,0,7,4,36,0,22,0,7,C 2.34,521,1350,5,36
Beckett Brown,604217,US,N/A,111,11,13,13,23,23,874,205,5.84,C 2.20,521,1350,470,2502
Coleman Cosby,998841,US,N/A,38,2,9,12,23,7,276,68,6.21,D 2.41,521,1350,83,859
Teodor Stoychev,911259,BG,N/A,3,0,9,9,23,0,31,0,12,D 2.30,521,1350,0,68
Payton Oneal,350753,US,N/A,2,0,5,14,7,0,4,0,9.5,D 2.05,521,1350,0,13
Martin Sander,1082787,DE,N/A,61,0,10,8,20,0,454,0,8.62,D 1.17,521,1350,20,1205
Tim Palumbo,848626,US,N/A,6,0,15,11,13,0,35,0,5,C 2.44,521,1350,7,78
Kellen Dean,573984,US,N/A,1,0,14,14,0,0,0,0,0,D 2.33,521,1350,0,0
Michael Prince,925464,US,N/A,3,0,11,11,19,0,20,0,10,D 2.55,521,1350,8,56
Chad Clay3,1127325,US,N/A,112,7,8,7,16,18,640,79,6.15,D 2.39,521,1350,0,1818
Kevin Cl R P Nobels2,757307,BR,N/A,21,5,10,12,18,7,119,69,3.33,C 2.36,521,1350,80,384
Leonardo Lopez,1197154,US,N/A,88,2,8,10,21,17,650,19,7.5,D 1.49,521,1350,91,1810
George Howell,1240783,US,N/A,31,0,7,8,16,1,232,0,4.9,D 2.67,521,1177,4,497
James Richmond3,934951,GB,N/A,1,0,10,16,18,0,9,0,20,C 2.00,521,1350,0,18
Jeff Nesbit,879660,US,N/A,75,1,9,10,17,8,410,17,4.73,C 2.21,521,1350,38,1290
James Claus,592634,US,N/A,50,0,15,12,18,10,343,4,6.14,C 2.22,520,1350,143,884
Roberto Oikawa,1223186,BR,N/A,30,0,7,8,17,0,202,0,2.3,C 3.44,520,1350,7,504
Peyton Strickland,539184,US,N/A,11,1,6,17,14,1,65,29,9,D 1.38,520,1350,22,155
Antoine Moreira,1004147,FR,N/A,5,0,8,9,18,0,56,0,7.4,C 2.37,520,1350,5,92
Methuselah Honeysuckle,1015298,US,N/A,70,0,7,7,17,3,497,1,6.53,D 2.26,520,1350,5,1165
Arnaldo Sanchez,636835,ES,N/A,101,0,17,15,14,1,506,0,7.86,D 1.42,520,1350,112,1367
Timothy Anderson6,975759,US,N/A,24,1,7,7,15,1,188,11,8.13,D 1.70,520,1350,2,364
Bayley Rice,1028750,US,N/A,95,4,9,8,28,17,702,31,7.59,D 1.35,520,1350,55,2666
Tanner Berge,536785,US,N/A,6,0,8,15,10,1,20,2,4.67,D 2.12,520,1350,14,59
Mason Riley2,967418,US,N/A,2,0,11,6,29,0,17,0,11.5,D 2.39,520,1350,5,57
Hwang Seongyeon,657598,KR,N/A,15,1,11,13,19,3,101,2,8.4,D 2.67,520,1350,76,280
Jason Leveille,1081853,CA,N/A,126,2,8,8,15,9,833,19,8.44,D 1.75,520,1350,10,1922
Tom Smits,1074460,NL,N/A,54,2,8,8,21,6,323,13,6.94,D 2.45,520,1350,13,1115
Manuel Alsina,1074776,DO,N/A,326,4,13,12,14,25,1749,42,8.46,D 2.01,520,1268,145,4487
Steve Escoffier,642000,US,N/A,4,0,14,14,15,0,26,0,0.25,B 2.69,520,1350,0,59
Robert Dawson4,470248,AU,N/A,7,0,12,12,21,0,85,0,7.29,C 2.26,520,1350,0,149
Zhengjie Zhao,953920,CN,N/A,2,0,10,7,24,0,15,0,11,D 2.27,520,1350,0,48
Matty J McDonald,983945,NZ,N/A,16,1,10,10,17,2,73,2,5.06,D 2.36,520,1350,2,275
Duilio Junior,1200680,BR,N/A,31,2,8,10,18,4,187,23,6.16,D 1.58,520,1350,28,564
Eric Mclaughlin2,272016,US,N/A,12,0,10,10,23,2,129,0,6.75,D 2.46,520,1350,9,278
Montgomery Spencer,129980,US,N/A,7,0,14,15,13,0,62,0,7.29,C 2.26,520,1182,0,92
Harald Pohjonen,1084959,FI,N/A,72,0,10,9,22,2,586,1,7.38,D 2.38,520,1350,18,1589
Mark Britt Jr,1246343,US,N/A,37,0,7,7,17,1,268,0,8.22,D 2.52,520,1350,6,621
Chris Palestro,924834,US,N/A,100,12,8,10,25,24,762,124,6.18,D 2.34,520,1350,239,2525
Michael Kim10,792097,US,N/A,7,0,12,11,18,0,76,0,9.86,D 2.32,519,1350,8,129
Paul Leal,1239400,CA,N/A,63,0,9,8,18,2,473,0,9.1,D 1.29,519,1350,0,1107
Levi Hausladen,885570,US,N/A,17,0,13,18,14,0,57,5,5.94,C 1.15,519,1350,0,238
Manuel Moreno3,986392,ES,N/A,1,0,16,16,0,0,0,0,0,C 2.64,519,1350,0,0
Josh Willis,164953,US,N/A,21,0,13,15,15,0,121,0,4.29,C 2.36,519,1350,9,311
D. Allen Groat,330757,US,N/A,2,0,13,16,5,0,1,0,5,D 2.60,519,1350,0,9
Nick Beyer,886018,US,N/A,9,0,10,11,14,1,54,0,10.89,D 1.50,519,1350,16,122
Carter Hansen2,593434,US,N/A,3,0,20,10,26,1,16,0,2.33,B 2.62,519,1350,0,78
Pedro Escribano,867240,ES,N/A,1,0,15,12,21,0,13,0,17,D 1.20,519,1350,0,21
Michael Steinemann,153020,CH,N/A,1,0,3,9,0,0,0,0,4,A 2.47,519,1350,0,0
Eric Maxwell,414934,US,N/A,5,0,11,16,13,0,16,0,4.4,C 2.16,519,1350,3,65
Consolacion Alfonso,821373,ES,N/A,17,2,10,9,15,4,87,25,5.94,D 1.67,519,1350,16,253
Charlie Abell,440911,US,N/A,5,0,12,11,17,1,43,0,13.4,D 2.36,519,1350,23,87
Ricardo Sobral,880583,BR,N/A,14,0,14,16,15,1,73,0,8.64,D 2.12,519,1350,4,211
Braeds Stweart,1192205,CA,N/A,24,0,14,14,20,0,121,0,3.71,D 2.19,519,1350,0,470
Daniel Bloch,984088,US,N/A,176,2,9,9,24,13,1609,49,9.77,D 1.47,519,1271,208,4307
Shelby Bilyeu,939365,US,N/A,21,0,10,12,19,0,111,0,6.19,D 2.49,519,1106,24,390
Chance Todd,610346,US,N/A,1,0,8,5,19,0,8,0,2,D 2.72,519,1350,0,19
Corey Clemons,812200,US,N/A,6,0,12,14,17,1,34,2,10.33,D 2.17,519,1350,0,102
Jon Odalen2,959808,US,N/A,62,0,12,10,20,4,473,0,9.48,D 1.69,518,1350,27,1215
Jacob Young,161483,US,N/A,3,0,9,14,17,0,30,0,7.67,A 2.53,518,1350,0,50
Jean-Francois Legault,1003254,CA,N/A,24,0,13,12,16,2,210,0,5.63,C 2.41,518,1141,32,390
Jan Erlend Andersen,606285,NO,N/A,1,0,11,11,2,0,1,0,4,D 2.57,518,1350,0,2
FÃ¡bio Fernandes5,839764,PT,N/A,49,8,10,11,23,13,313,66,7.67,D 1.44,518,1350,65,1136
Armin Kokabi,1038542,US,N/A,32,0,8,9,16,1,195,0,5.69,D 2.58,518,1350,0,500
Fred da Matta,270847,BR,N/A,10,0,14,15,17,0,84,0,6.8,C 2.49,518,1350,8,171
Ayogbola Mosanya,914306,US,N/A,157,5,9,10,21,14,1416,80,8.66,D 2.37,518,1350,236,3229
Matthew Eversole,1055192,US,N/A,51,0,5,7,18,5,329,8,9.45,D 2.28,518,1350,0,893
Nick Salsberg,460970,US,N/A,1,0,14,14,0,0,0,0,4,B 2.26,518,1350,0,0
Kyle King14,591802,AU,N/A,1,0,9,2,46,1,7,0,8,C 2.23,518,1350,0,46
